Sort Code,person_age,person_income,person_emp_length,home_ownership,mortgage_debt,rent,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
4660,22,83200,6,0,0,1,DEBTCONSOLIDATION,C,9975,,0,0.12,0,3
4663,22,26400,6,0,0,1,EDUCATION,B,9900,11.71,1,0.38,0,4
4664,22,30000,4,0,0,1,VENTURE,A,9875,7.29,1,0.33,0,3
4666,26,28000,5,0,0,1,VENTURE,A,9800,7.29,1,0.35,0,4
4667,22,33000,,0,0,1,DEBTCONSOLIDATION,C,9800,,1,0.3,0,2
4668,25,36000,3,0,0,1,EDUCATION,B,9800,10.36,0,0.27,0,4
4669,23,48000,7,0,0,1,DEBTCONSOLIDATION,A,9800,7.88,0,0.2,0,4
4670,23,44000,7,0,0,1,EDUCATION,A,9800,7.51,1,0.22,0,2
4672,23,44000,7,0,0,1,MEDICAL,C,9800,13.11,1,0.22,0,2
4675,24,53500,0,0,0,1,HOMEIMPROVEMENT,A,9800,6.17,0,0.18,0,4
4676,23,60000,4,0,0,1,EDUCATION,C,9800,13.49,0,0.16,0,2
4677,22,60000,4,0,0,1,PERSONAL,B,9800,,0,0.16,0,3
4678,25,60000,4,0,0,1,PERSONAL,A,9800,,0,0.16,0,3
4679,24,82500,8,0,0,1,MEDICAL,A,9800,7.51,0,0.12,0,4
4682,26,93000,7,0,0,1,HOMEIMPROVEMENT,B,9800,10.25,0,0.11,0,4
4684,26,107000,2,0,0,1,MEDICAL,A,9800,8.9,0,0.09,0,3
4687,23,36504,0,0,0,1,EDUCATION,C,4900,12.68,0,0.13,0,2
4688,25,32400,2,0,0,1,MEDICAL,B,4900,11.49,1,0.15,0,2
4694,23,50000,0,0,0,1,EDUCATION,A,4900,8.49,0,0.1,0,3
4695,21,50000,5,0,0,1,EDUCATION,A,4900,8.94,0,0.1,0,2
4696,24,51630,0,0,0,1,MEDICAL,B,4900,9.99,0,0.09,0,3
4697,23,54096,2,0,0,1,PERSONAL,B,4900,,0,0.09,0,2
4699,24,69600,8,0,0,1,PERSONAL,B,4900,9.99,0,0.07,0,2
4702,24,74000,1,0,0,1,PERSONAL,C,4900,12.87,0,0.07,0,3
4703,23,107000,2,0,0,1,DEBTCONSOLIDATION,A,4900,8.94,0,0.05,0,2
4704,25,13296,,0,0,1,HOMEIMPROVEMENT,B,4950,9.63,1,0.37,0,3
4705,22,15000,3,0,0,1,PERSONAL,A,4950,8.9,1,0.33,0,4
4709,22,34000,3,0,0,1,DEBTCONSOLIDATION,A,4975,7.51,1,0.15,0,2
4710,24,75000,0,0,0,1,DEBTCONSOLIDATION,A,4975,6.76,0,0.07,0,4
4711,22,95000,0,0,0,1,MEDICAL,A,4975,6.17,0,0.05,0,3
4713,23,27972,6,0,0,1,VENTURE,A,5000,8.94,0,0.18,0,3
4714,22,27996,1,0,0,1,VENTURE,E,5000,17.51,1,0.18,0,4
4718,23,28000,4,0,0,1,DEBTCONSOLIDATION,C,5000,13.72,1,0.18,0,4
4719,23,28000,0,0,0,1,MEDICAL,C,5000,11.78,0,0.18,0,4
4720,24,28000,0,0,0,1,MEDICAL,A,5000,7.68,0,0.18,0,3
4721,25,28800,0,0,0,1,EDUCATION,A,5000,8.9,0,0.17,0,2
4722,22,28800,6,0,0,1,EDUCATION,A,5000,6.91,0,0.17,0,2
4723,23,28800,0,0,0,1,EDUCATION,B,5000,11.49,0,0.17,0,2
4726,23,28800,2,0,0,1,VENTURE,C,5000,13.11,0,0.17,0,3
4727,23,29100,3,0,0,1,EDUCATION,D,5000,14.84,0,0.17,0,2
4728,24,29120,0,0,0,1,EDUCATION,B,5000,10.99,0,0.17,0,4
4729,23,29730,2,0,0,1,DEBTCONSOLIDATION,A,5000,7.66,0,0.17,0,4
4730,22,29865,6,0,0,1,EDUCATION,B,5000,11.12,1,0.17,0,3
4732,26,30000,2,0,0,1,EDUCATION,B,5000,12.42,1,0.17,0,2
4733,25,30000,,0,0,1,EDUCATION,A,5000,7.9,0,0.17,0,3
4735,24,30000,6,0,0,1,DEBTCONSOLIDATION,B,5000,12.69,1,0.17,0,4
4741,26,30000,11,0,0,1,MEDICAL,B,5000,,0,0.17,0,2
4742,22,30000,0,0,0,1,HOMEIMPROVEMENT,B,5000,8.88,1,0.17,0,3
4743,23,30000,0,0,0,1,EDUCATION,C,5000,,0,0.17,0,3
4744,25,30000,4,0,0,1,EDUCATION,B,5000,11.86,0,0.17,0,2
4746,22,30000,0,0,0,1,EDUCATION,B,5000,11.49,0,0.17,0,2
4747,23,30000,0,0,0,1,PERSONAL,B,5000,11.86,0,0.17,0,2
4748,21,30000,0,0,0,1,VENTURE,A,5000,8.59,0,0.17,0,2
4749,21,30000,2,0,0,1,PERSONAL,D,5000,14.96,1,0.17,0,2
4751,21,30000,3,0,0,1,VENTURE,C,5000,13.92,0,0.17,0,4
4752,24,30000,0,0,0,1,EDUCATION,B,5000,11.14,0,0.17,0,2
4754,26,30000,7,0,0,1,DEBTCONSOLIDATION,D,5000,14.42,1,0.17,0,4
4756,22,30000,0,0,0,1,EDUCATION,B,5000,10.33,0,0.17,0,3
4757,23,30159,0,0,0,1,EDUCATION,B,5000,11.12,0,0.17,0,2
4760,22,30900,3,0,0,1,VENTURE,B,5000,10,0,0.16,0,2
4763,22,31000,2,0,0,1,MEDICAL,B,5000,10.62,0,0.16,0,4
4764,25,31000,0,0,0,1,PERSONAL,A,5000,8.94,0,0.16,0,2
4765,26,31200,8,0,0,1,EDUCATION,A,5000,8.63,0,0.16,0,2
4766,22,31404,0,0,0,1,PERSONAL,A,5000,7.51,0,0.16,0,3
4768,23,31920,0,0,0,1,DEBTCONSOLIDATION,A,5000,8,0,0.16,0,3
4772,23,32000,4,0,0,1,HOMEIMPROVEMENT,B,5000,12.69,1,0.16,0,4
4773,26,32000,3,0,0,1,VENTURE,A,5000,6.03,0,0.16,0,2
4775,23,32000,3,0,0,1,DEBTCONSOLIDATION,C,5000,14.79,0,0.16,0,2
4777,26,32000,3,0,0,1,DEBTCONSOLIDATION,A,5000,7.49,0,0.16,0,2
4778,24,32000,1,0,0,1,MEDICAL,A,5000,,0,0.16,0,3
4780,21,32000,3,0,0,1,EDUCATION,A,5000,7.68,0,0.16,0,4
4781,24,32004,3,0,0,1,DEBTCONSOLIDATION,C,5000,13.23,0,0.16,0,2
4782,25,32004,5,0,0,1,DEBTCONSOLIDATION,C,5000,14.35,0,0.16,0,3
4784,23,32400,0,0,0,1,MEDICAL,B,5000,,0,0.15,0,2
4788,22,32968,2,0,0,1,DEBTCONSOLIDATION,D,5000,14.61,1,0.15,0,3
4789,26,33000,2,0,0,1,MEDICAL,B,5000,12.69,0,0.15,0,4
4791,23,33000,5,0,0,1,PERSONAL,B,5000,10.62,0,0.15,0,2
4793,22,33000,1,0,0,1,DEBTCONSOLIDATION,B,5000,10.25,0,0.15,0,4
4794,24,33000,8,0,0,1,MEDICAL,C,5000,,0,0.15,0,3
4795,21,33000,5,0,0,1,EDUCATION,C,5000,12.84,0,0.15,0,2
4797,23,33017,1,0,0,1,PERSONAL,B,5000,,0,0.15,0,4
4798,26,33280,11,0,0,1,DEBTCONSOLIDATION,D,5000,14.11,1,0.15,0,4
4800,21,33600,4,0,0,1,EDUCATION,C,5000,13.49,0,0.15,0,3
4802,21,33996,0,0,0,1,PERSONAL,B,5000,12.18,0,0.15,0,3
4803,25,33996,0,0,0,1,VENTURE,A,5000,9.38,0,0.15,0,3
4805,25,34000,6,0,0,1,VENTURE,A,5000,,0,0.15,0,2
4806,23,34000,4,0,0,1,VENTURE,A,5000,7.88,0,0.15,0,4
4808,22,34000,3,0,0,1,DEBTCONSOLIDATION,A,5000,8,0,0.15,0,4
4809,25,34400,9,0,0,1,VENTURE,C,5000,13.49,0,0.15,0,4
4810,22,34500,1,0,0,1,VENTURE,C,5000,,0,0.14,0,4
4811,23,34800,1,0,0,1,HOMEIMPROVEMENT,B,5000,10.99,1,0.14,0,2
4813,24,34900,3,0,0,1,DEBTCONSOLIDATION,B,5000,11.49,0,0.14,0,3
4814,22,34992,1,0,0,1,PERSONAL,B,5000,,0,0.14,0,3
4815,24,35000,4,0,0,1,MEDICAL,B,5000,11.71,0,0.14,0,3
4816,25,35000,0,0,0,1,MEDICAL,B,5000,11.71,0,0.14,0,2
4817,21,35000,5,0,0,1,MEDICAL,B,5000,10.65,0,0.14,0,3
4818,22,35000,2,0,0,1,MEDICAL,B,5000,11.71,0,0.14,0,2
4819,23,35000,5,0,0,1,PERSONAL,A,5000,6.99,0,0.14,0,2
4823,22,35000,6,0,0,1,MEDICAL,B,5000,,0,0.14,0,4
4824,23,35000,3,0,0,1,MEDICAL,B,5000,,0,0.14,0,2
4825,25,35000,3,0,0,1,MEDICAL,B,5000,10.36,0,0.14,0,3
4826,22,35000,3,0,0,1,DEBTCONSOLIDATION,A,5000,7.88,0,0.14,0,3
4827,24,35000,8,0,0,1,DEBTCONSOLIDATION,A,5000,7.88,0,0.14,0,4
4828,22,35000,4,0,0,1,PERSONAL,C,5000,13.23,0,0.14,0,2
4835,24,29004,4,0,0,1,EDUCATION,A,5000,6.92,1,0.17,0,3
4839,25,35004,3,0,0,1,PERSONAL,A,5000,8.94,0,0.14,0,2
4840,23,35520,3,0,0,1,EDUCATION,C,5000,13.57,0,0.14,0,3
4841,21,35550,3,0,0,1,PERSONAL,C,5000,,0,0.14,0,4
4842,26,35880,2,0,0,1,VENTURE,A,5000,7.68,0,0.14,0,4
4843,22,30000,3,0,0,1,MEDICAL,D,5000,18.25,1,0.17,0,2
4845,23,36000,1,0,0,1,EDUCATION,C,5000,14.79,0,0.14,0,2
4846,21,36000,3,0,0,1,EDUCATION,C,5000,12.99,0,0.14,0,4
4848,26,36000,4,0,0,1,VENTURE,B,5000,10.37,0,0.14,0,4
4850,22,30000,2,0,0,1,DEBTCONSOLIDATION,D,5000,14.54,1,0.17,0,4
4851,23,36000,0,0,0,1,EDUCATION,B,5000,,0,0.14,0,3
4852,23,36000,,0,0,1,DEBTCONSOLIDATION,A,5000,6.17,0,0.14,0,2
4853,22,30000,6,0,0,1,MEDICAL,E,5000,17.43,1,0.17,0,2
4858,22,36000,,0,0,1,MEDICAL,C,5000,13.48,0,0.14,0,3
4859,23,36000,1,0,0,1,MEDICAL,C,5000,13.22,0,0.14,0,4
4860,23,36100,2,0,0,1,EDUCATION,A,5000,7.49,0,0.14,0,4
4863,26,36225,2,0,0,1,VENTURE,C,5000,12.84,0,0.14,0,4
4864,24,36396,8,0,0,1,DEBTCONSOLIDATION,A,5000,6.03,0,0.14,0,3
4865,26,36400,3,0,0,1,MEDICAL,A,5000,8.9,0,0.14,0,4
4866,25,36480,4,0,0,1,DEBTCONSOLIDATION,A,5000,6.54,0,0.14,0,2
4867,22,36996,3,0,0,1,VENTURE,B,5000,9.99,0,0.14,0,3
4870,22,36996,0,0,0,1,MEDICAL,A,5000,5.42,0,0.14,0,2
4872,22,37000,4,0,0,1,PERSONAL,B,5000,10.65,0,0.14,0,4
4876,23,31516,,0,0,1,DEBTCONSOLIDATION,B,5000,9.91,1,0.16,0,4
4879,23,32000,,0,0,1,PERSONAL,B,5000,9.91,1,0.16,0,3
4880,24,38000,8,0,0,1,MEDICAL,C,5000,13.99,0,0.13,0,4
4881,23,32000,5,0,0,1,HOMEIMPROVEMENT,B,5000,,1,0.16,0,4
4882,22,38000,0,0,0,1,EDUCATION,A,5000,7.29,0,0.13,0,3
4885,23,38000,0,0,0,1,MEDICAL,B,5000,11.58,0,0.13,0,3
4887,23,32000,2,0,0,1,VENTURE,E,5000,13.93,1,0.16,0,4
4888,23,38004,5,0,0,1,VENTURE,A,5000,6.91,0,0.13,0,2
4892,26,32352,0,0,0,1,VENTURE,D,5000,14.84,1,0.15,0,4
4893,21,38400,5,0,0,1,PERSONAL,B,5000,10.59,0,0.13,0,4
4895,24,38400,3,0,0,1,MEDICAL,B,5000,10.99,0,0.13,0,2
4896,24,38400,3,0,0,1,DEBTCONSOLIDATION,B,5000,11.14,0,0.13,0,3
4897,23,39000,6,0,0,1,EDUCATION,B,5000,12.69,0,0.13,0,3
4898,22,39000,4,0,0,1,MEDICAL,A,5000,6.99,0,0.13,0,2
4899,25,39000,9,0,0,1,MEDICAL,A,5000,7.49,0,0.13,0,4
4900,24,33000,1,0,0,1,MEDICAL,F,5000,21.36,1,0.15,0,2
4906,26,39516,0,0,0,1,MEDICAL,A,5000,7.74,0,0.13,0,3
4907,24,39862,8,0,0,1,MEDICAL,C,5000,14.22,0,0.13,0,4
4908,25,39996,3,0,0,1,MEDICAL,A,5000,6.92,0,0.13,0,3
4909,25,39996,2,0,0,1,DEBTCONSOLIDATION,C,5000,13.72,0,0.13,0,2
4910,21,33996,3,0,0,1,PERSONAL,B,5000,9.25,1,0.15,0,3
4912,24,33996,2,0,0,1,HOMEIMPROVEMENT,D,5000,14.96,1,0.15,0,2
4914,25,39996,1,0,0,1,DEBTCONSOLIDATION,B,5000,11.89,0,0.13,0,4
4915,23,39996,6,0,0,1,PERSONAL,B,5000,10.2,0,0.13,0,2
4916,24,33996,2,0,0,1,VENTURE,D,5000,12.92,1,0.15,0,4
4918,23,40000,0,0,0,1,EDUCATION,B,5000,12.42,0,0.13,0,4
4919,26,40000,11,0,0,1,EDUCATION,B,5000,9.91,0,0.13,0,3
4920,22,40000,,0,0,1,EDUCATION,A,5000,8.9,0,0.13,0,2
4921,24,40000,5,0,0,1,DEBTCONSOLIDATION,B,5000,12.42,0,0.13,0,3
4923,21,40000,4,0,0,1,VENTURE,A,5000,5.79,0,0.13,0,2
4925,22,34000,6,0,0,1,PERSONAL,B,5000,,1,0.15,0,4
4926,24,40000,6,0,0,1,MEDICAL,A,5000,6.17,0,0.13,0,3
4927,21,40000,3,0,0,1,VENTURE,B,5000,9.25,0,0.13,0,4
4928,24,34000,2,0,0,1,EDUCATION,C,5000,12.23,1,0.15,0,2
4930,22,40000,,0,0,1,EDUCATION,A,5000,6.17,0,0.13,0,2
4931,23,40000,2,0,0,1,MEDICAL,C,5000,,0,0.13,0,3
4934,25,40000,0,0,0,1,DEBTCONSOLIDATION,B,5000,11.36,0,0.13,0,4
4936,21,34000,2,0,0,1,PERSONAL,D,5000,14.59,1,0.15,0,4
4940,26,40000,3,0,0,1,DEBTCONSOLIDATION,B,5000,9.45,0,0.13,0,3
4941,22,40000,6,0,0,1,MEDICAL,A,5000,7.43,0,0.13,0,4
4943,22,34500,2,0,0,1,MEDICAL,D,5000,16.89,1,0.14,0,3
4947,23,40992,7,0,0,1,EDUCATION,B,5000,10.99,0,0.12,0,2
4948,22,35000,4,0,0,1,EDUCATION,C,5000,15.96,1,0.14,0,4
4949,25,41000,9,0,0,1,MEDICAL,B,5000,11.71,0,0.12,0,2
4951,21,35000,6,0,0,1,PERSONAL,C,5000,14.79,1,0.14,0,2
4952,23,41000,2,0,0,1,EDUCATION,A,5000,7.51,0,0.12,0,2
4953,22,41000,6,0,0,1,VENTURE,A,5000,,0,0.12,0,2
4954,23,41017,6,0,0,1,DEBTCONSOLIDATION,A,5000,,0,0.12,0,2
4955,25,35280,0,0,0,1,HOMEIMPROVEMENT,D,5000,14.96,1,0.14,0,3
4956,22,42000,0,0,0,1,EDUCATION,A,5000,8.9,0,0.12,0,4
4959,24,42000,7,0,0,1,VENTURE,B,5000,10.99,0,0.12,0,4
4960,26,42000,6,0,0,1,DEBTCONSOLIDATION,A,5000,7.29,0,0.12,0,4
4961,22,36000,1,0,0,1,EDUCATION,C,5000,12.68,1,0.14,0,4
4966,24,42000,8,0,0,1,MEDICAL,A,5000,5.42,0,0.12,0,2
4969,22,36000,5,0,0,1,MEDICAL,D,5000,16.32,1,0.14,0,4
4972,25,42000,3,0,0,1,MEDICAL,A,5000,7.51,0,0.12,0,3
4973,24,36000,2,0,0,1,DEBTCONSOLIDATION,D,5000,14.59,1,0.14,0,2
4974,22,42000,2,0,0,1,MEDICAL,C,5000,12.87,0,0.12,0,4
4976,23,36000,0,0,0,1,VENTURE,C,5000,13.22,1,0.14,0,4
4978,21,42000,5,0,0,1,EDUCATION,A,5000,9.32,0,0.12,0,4
4985,25,42288,2,0,0,1,EDUCATION,B,5000,10.99,0,0.12,0,2
4986,22,42500,2,0,0,1,DEBTCONSOLIDATION,B,5000,12.42,0,0.12,0,4
4988,24,42996,5,0,0,1,MEDICAL,A,5000,7.14,0,0.12,0,4
4989,25,42996,6,0,0,1,DEBTCONSOLIDATION,B,5000,10.38,0,0.12,0,2
4991,25,43000,6,0,0,1,PERSONAL,A,5000,7.51,0,0.12,0,3
4992,24,37000,3,0,0,1,MEDICAL,E,5000,16.45,1,0.14,0,3
4994,22,43200,6,0,0,1,EDUCATION,B,5000,12.69,0,0.12,0,2
4998,26,43680,5,0,0,1,MEDICAL,B,5000,10.65,0,0.11,0,4
4999,22,37900,2,0,0,1,MEDICAL,B,5000,12.18,1,0.13,0,2
5001,26,44000,4,0,0,1,MEDICAL,A,5000,8.9,0,0.11,0,3
5002,22,44004,2,0,0,1,EDUCATION,A,5000,8.9,0,0.11,0,3
5003,24,38500,0,0,0,1,MEDICAL,D,5000,14.84,1,0.13,0,2
5006,22,45000,3,0,0,1,VENTURE,B,5000,12.42,0,0.11,0,2
5008,22,45000,3,0,0,1,MEDICAL,B,5000,9.91,0,0.11,0,3
5010,25,45000,2,0,0,1,MEDICAL,C,5000,,0,0.11,0,4
5016,25,45000,0,0,0,1,PERSONAL,B,5000,10.74,0,0.11,0,4
5017,22,45000,3,0,0,1,PERSONAL,B,5000,11.11,0,0.11,0,3
5020,24,45000,0,0,0,1,MEDICAL,A,5000,7.88,0,0.11,0,3
5021,22,45000,6,0,0,1,EDUCATION,B,5000,11.36,0,0.11,0,4
5023,23,45000,3,0,0,1,DEBTCONSOLIDATION,A,5000,9.32,0,0.11,0,4
5026,25,45000,0,0,0,1,DEBTCONSOLIDATION,B,5000,11.89,0,0.11,0,3
5027,23,45000,0,0,0,1,EDUCATION,A,5000,7.75,0,0.11,0,3
5028,25,45600,6,0,0,1,DEBTCONSOLIDATION,C,5000,,0,0.11,0,2
5030,23,45600,4,0,0,1,VENTURE,C,5000,14.22,0,0.11,0,4
5031,23,45984,7,0,0,1,VENTURE,A,5000,7.14,0,0.11,0,4
5034,22,46000,4,0,0,1,EDUCATION,A,5000,7.88,0,0.11,0,2
5038,22,46500,4,0,0,1,VENTURE,B,5000,10.37,0,0.11,0,4
5039,25,46800,9,0,0,1,MEDICAL,A,5000,6.76,0,0.11,0,3
5040,21,46800,2,0,0,1,PERSONAL,A,5000,9.32,0,0.11,0,3
5042,24,46809,4,0,0,1,DEBTCONSOLIDATION,B,5000,12.18,0,0.11,0,4
5043,25,47000,0,0,0,1,MEDICAL,B,5000,12.42,0,0.11,0,4
5044,23,47000,0,0,0,1,VENTURE,A,5000,8.9,0,0.11,0,2
5045,23,47000,4,0,0,1,EDUCATION,B,5000,9.99,0,0.11,0,3
5046,26,47000,1,0,0,1,EDUCATION,A,5000,7.14,0,0.11,0,4
5050,23,47184,0,0,0,1,DEBTCONSOLIDATION,B,5000,10.25,0,0.11,0,2
5051,23,47233,7,0,0,1,MEDICAL,B,5000,11.36,0,0.11,0,3
5053,25,41496,7,0,0,1,EDUCATION,B,5000,10.83,1,0.12,0,3
5056,26,42000,3,0,0,1,PERSONAL,C,5000,13.99,1,0.12,0,3
5057,22,48000,7,0,0,1,VENTURE,A,5000,6.99,0,0.1,0,2
5060,21,42000,2,0,0,1,PERSONAL,D,5000,,1,0.12,0,4
5062,23,48000,5,0,0,1,DEBTCONSOLIDATION,B,5000,9.25,0,0.1,0,2
5063,24,48000,8,0,0,1,DEBTCONSOLIDATION,B,5000,9.99,0,0.1,0,4
5064,23,48000,2,0,0,1,DEBTCONSOLIDATION,A,5000,6.17,0,0.1,0,4
5065,22,48000,7,0,0,1,PERSONAL,B,5000,11.12,0,0.1,0,2
5071,22,48000,6,0,0,1,VENTURE,B,5000,,0,0.1,0,2
5075,24,48000,3,0,0,1,EDUCATION,B,5000,11.89,0,0.1,0,2
5078,22,48000,2,0,0,1,DEBTCONSOLIDATION,B,5000,11.89,0,0.1,0,4
5079,25,48000,3,0,0,1,PERSONAL,A,5000,9.63,0,0.1,0,3
5080,23,48000,7,0,0,1,VENTURE,B,5000,8.7,0,0.1,0,3
5081,22,48048,2,0,0,1,MEDICAL,B,5000,11.36,0,0.1,0,4
5083,24,48200,3,0,0,1,MEDICAL,B,5000,10.38,0,0.1,0,2
5088,26,48996,5,0,0,1,EDUCATION,A,5000,7.88,0,0.1,0,3
5091,24,49000,4,0,0,1,MEDICAL,B,5000,10.65,0,0.1,0,3
5092,22,49000,6,0,0,1,VENTURE,B,5000,11.86,0,0.1,0,2
5093,24,49296,8,0,0,1,EDUCATION,A,5000,7.88,0,0.1,0,4
5094,22,49560,5,0,0,1,EDUCATION,B,5000,10.36,0,0.1,0,4
5096,23,44000,6,0,0,1,HOMEIMPROVEMENT,D,5000,16.77,1,0.11,0,2
5097,22,50000,6,0,0,1,DEBTCONSOLIDATION,A,5000,5.42,0,0.1,0,3
5098,24,44000,2,0,0,1,EDUCATION,C,5000,15.23,1,0.11,0,2
5099,23,50000,7,0,0,1,EDUCATION,B,5000,10.59,0,0.1,0,2
5100,24,50000,1,0,0,1,HOMEIMPROVEMENT,A,5000,7.49,0,0.1,0,2
5101,24,55000,6,0,0,1,DEBTCONSOLIDATION,C,9000,12.87,0,0.16,0,4
5103,26,55000,10,0,0,1,EDUCATION,E,9000,16.7,0,0.16,0,3
5106,23,49029,1,0,0,1,MEDICAL,A,9000,,1,0.18,0,2
5108,24,56000,6,0,0,1,PERSONAL,A,9000,7.29,0,0.16,0,2
5109,23,56000,7,0,0,1,EDUCATION,C,9000,13.35,0,0.16,0,3
5110,23,57000,1,0,0,1,PERSONAL,A,9000,7.14,0,0.16,0,2
5113,26,57240,3,0,0,1,VENTURE,A,9000,7.51,0,0.16,0,3
5114,23,57500,2,0,0,1,MEDICAL,B,9000,10.37,0,0.16,0,3
5116,23,57500,5,0,0,1,EDUCATION,A,9000,6.91,0,0.16,0,2
5118,25,57996,4,0,0,1,DEBTCONSOLIDATION,B,9000,11.83,0,0.16,0,4
5120,24,58000,6,0,0,1,EDUCATION,A,9000,7.29,0,0.16,0,4
5121,24,58800,4,0,0,1,EDUCATION,A,9000,,0,0.15,0,2
5123,23,60000,1,0,0,1,DEBTCONSOLIDATION,A,9000,7.51,0,0.15,0,3
5126,26,60000,0,0,0,1,VENTURE,B,9000,10.59,0,0.15,0,3
5127,22,60000,5,0,0,1,PERSONAL,A,9000,5.99,0,0.15,0,4
5128,26,60000,4,0,0,1,EDUCATION,C,9000,12.68,0,0.15,0,4
5130,23,60000,2,0,0,1,MEDICAL,A,9000,6.17,0,0.15,0,2
5133,23,60000,2,0,0,1,VENTURE,A,9000,,0,0.15,0,4
5138,23,60000,0,0,0,1,EDUCATION,C,9000,13.61,0,0.15,0,4
5139,22,60000,3,0,0,1,DEBTCONSOLIDATION,B,9000,11.86,0,0.15,0,4
5140,22,60000,6,0,0,1,EDUCATION,A,9000,7.14,0,0.15,0,4
5141,22,60000,0,0,0,1,DEBTCONSOLIDATION,C,9000,,0,0.15,0,2
5142,24,60000,1,0,0,1,VENTURE,B,9000,11.58,0,0.15,0,3
5145,23,61041,7,0,0,1,PERSONAL,B,9000,11.36,0,0.15,0,2
5146,22,62400,6,0,0,1,VENTURE,A,9000,8.49,0,0.14,0,3
5147,25,62604,2,0,0,1,PERSONAL,A,9000,,0,0.14,0,3
5148,26,64000,3,0,0,1,DEBTCONSOLIDATION,A,9000,6.03,0,0.14,0,2
5151,24,65000,5,0,0,1,HOMEIMPROVEMENT,A,9000,6.03,0,0.14,0,4
5155,22,65000,1,0,0,1,DEBTCONSOLIDATION,B,9000,9.91,0,0.14,0,4
5158,23,59000,0,0,0,1,HOMEIMPROVEMENT,D,9000,15.28,1,0.15,0,4
5159,26,65000,3,0,0,1,MEDICAL,B,9000,11.86,0,0.14,0,4
5163,23,69000,7,0,0,1,PERSONAL,B,9000,11.49,0,0.13,0,2
5166,22,70000,4,0,0,1,EDUCATION,B,9000,,0,0.13,0,2
5169,26,72000,0,0,0,1,DEBTCONSOLIDATION,B,9000,10.74,0,0.13,0,2
5171,23,72000,2,0,0,1,VENTURE,C,9000,13.47,0,0.13,0,3
5172,25,72500,2,0,0,1,HOMEIMPROVEMENT,B,9000,10.59,0,0.12,0,2
5173,26,74000,3,0,0,1,PERSONAL,B,9000,10,0,0.12,0,3
5175,22,75000,2,0,0,1,DEBTCONSOLIDATION,B,9000,10.99,0,0.12,0,4
5178,23,69000,8,0,0,1,EDUCATION,B,9000,9.63,1,0.13,0,4
5181,24,77496,2,0,0,1,VENTURE,C,9000,12.84,0,0.12,0,4
5183,26,80000,3,0,0,1,VENTURE,A,9000,8.9,0,0.11,0,2
5184,22,80000,3,0,0,1,DEBTCONSOLIDATION,A,9000,6.91,0,0.11,0,3
5186,25,80000,0,0,0,1,EDUCATION,C,9000,,0,0.11,0,2
5188,23,80400,4,0,0,1,PERSONAL,A,9000,7.51,0,0.11,0,2
5189,23,83000,7,0,0,1,DEBTCONSOLIDATION,B,9000,10.59,0,0.11,0,4
5191,25,84000,5,0,0,1,DEBTCONSOLIDATION,B,9000,11.36,0,0.11,0,2
5194,26,84996,0,0,0,1,MEDICAL,B,9000,11.26,0,0.11,0,2
5195,24,85000,1,0,0,1,MEDICAL,C,9000,13.92,0,0.11,0,4
5198,24,86250,1,0,0,1,HOMEIMPROVEMENT,B,9000,12.69,0,0.1,0,2
5199,25,87000,7,0,0,1,MEDICAL,C,9000,13.49,0,0.1,0,4
5200,23,88000,5,0,0,1,MEDICAL,B,9000,,0,0.1,0,2
5206,23,92000,7,0,0,1,EDUCATION,A,9000,6.92,0,0.1,0,2
5213,25,100500,5,0,0,1,PERSONAL,B,9000,,0,0.09,0,4
5216,22,110500,2,0,0,1,EDUCATION,A,9000,5.79,0,0.08,0,4
5217,25,115000,2,0,0,1,HOMEIMPROVEMENT,A,9000,7.51,0,0.08,0,3
5221,24,133800,0,0,0,1,DEBTCONSOLIDATION,A,9000,7.9,0,0.07,0,4
5222,23,140000,7,0,0,1,EDUCATION,A,9000,7.14,0,0.06,0,3
5225,24,24000,5,0,0,1,MEDICAL,B,8975,11.83,1,0.37,0,2
5229,26,52800,4,0,0,1,VENTURE,B,8975,10.99,0,0.17,0,2
5231,25,34600,0,0,0,1,EDUCATION,A,8950,6.17,0,0.26,0,4
5234,25,63000,3,0,0,1,MEDICAL,A,8900,7.29,0,0.14,0,3
5236,25,19240,0,0,0,1,HOMEIMPROVEMENT,B,8875,10.65,1,0.46,0,4
5238,26,21312,0,0,0,1,PERSONAL,B,8875,10.59,1,0.42,0,2
5239,23,23000,2,0,0,1,EDUCATION,A,8875,8.9,1,0.39,0,2
5240,22,23000,1,0,0,1,DEBTCONSOLIDATION,B,8875,10.74,1,0.39,0,4
5243,26,24500,4,0,0,1,PERSONAL,B,8875,10,1,0.36,0,2
5245,24,26400,4,0,0,1,MEDICAL,A,8875,6.62,1,0.34,0,4
5246,24,28800,2,0,0,1,PERSONAL,B,8875,,1,0.31,0,2
5247,25,30000,1,0,0,1,EDUCATION,A,8875,7.51,0,0.3,0,4
5250,24,30000,0,0,0,1,MEDICAL,B,8850,,0,0.29,0,4
5251,24,62000,8,0,0,1,PERSONAL,A,8850,6.62,0,0.14,0,3
5252,22,23800,2,0,0,1,VENTURE,A,8800,9.32,1,0.37,0,4
5255,22,47000,6,0,0,1,EDUCATION,A,8800,7.49,0,0.19,0,4
5256,22,48000,7,0,0,1,PERSONAL,A,8800,6.62,0,0.18,0,4
